schoolCode,schoolname,mgmt,type,classL,classH
27030304111,"Z.P.PRI.SCH KANDARI,HIGHWAY 6 KANDARI",Zilla Parishad,2_Primary with Upper Primary,1,5
27030304201,Z.P. SCH. MIRGAVHAN,Zilla Parishad,2_Primary with Upper Primary,1,5
27030304301,Z.P. SCH. SAKEGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030304302,Z.P.GIRALS SCH. SAKEGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030304303,Z.P. URDU  SCH. SAKEGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27030304401,Z P SCHOOL SUNASGAON,Zilla Parishad,1_Primary,1,4
27030304501,Z.P. SCH. VANJOLE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030304601,Z.P. SCH. ANJANSONDE,Zilla Parishad,1_Primary,1,4
27030304701,Z.P. SCH. DARYAPUR,Zilla Parishad,1_Primary,1,4
27030304702,Z.P. ORDER. FACTORY DARYAPUR,Zilla Parishad,1_Primary,1,4
27030304801,Z.P. SCH. HATNUR,Zilla Parishad,2_Primary with Upper Primary,1,5
27030304901,Z.P. SCH. KAHURKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030305001,Z.P. SCH. MANPUR,Zilla Parishad,2_Primary with Upper Primary,1,5
27030305101,Z.P. SCH. TAHAKALI,Zilla Parishad,2_Primary with Upper Primary,1,7
27030305201,Z.P. CENTRAL SCH. VARANGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030305203,Z.P. GIRLS NO.1 VARANGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030305205,Z.P.  URDU BOYS   VARANGAON,Zilla Parishad,1_Primary,1,4
27030305206,Z.P. URDU GIRLS NO.1 VARANGAON,Zilla Parishad,1_Primary,1,4
27030305209,Z.P. SCH. SIDDHESHWAR VARANGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030305215,Z P URDU SCHOOL SHINDI,Zilla Parishad,1_Primary,1,4
27030400101,Z.P.CENTRAL SCH. BODWAD,Zilla Parishad,2_Primary with Upper Primary,1,7
27030400103,Z.P.GIRLS SCH. NO. 1 BODWAD,Zilla Parishad,2_Primary with Upper Primary,1,7
27030400104,Z.P.GIRLS SCH. NO. 2 BODWAD,Zilla Parishad,2_Primary with Upper Primary,1,7
27030400105,Z.P. URDU BOYS SCH. BODWAD,Zilla Parishad,2_Primary with Upper Primary,1,7
27030400106,Z.P. URDU GIRLS SCH. BODWAD,Zilla Parishad,2_Primary with Upper Primary,1,7
27030400201,Z. P. PRI. SCH. BHANKHEDE P.B.,Zilla Parishad,1_Primary,1,4
27030400301,Z.P. PRI. SCH. GOLEGAON BK.,Zilla Parishad,2_Primary with Upper Primary,1,5
27030400501,Z.P. PRI. SCH. JALCHKR BK.,Zilla Parishad,2_Primary with Upper Primary,1,6
27030400701,Z.P. PRI. SCH. KRANJI PANCHDEVLI,Zilla Parishad,2_Primary with Upper Primary,1,7
27030400901,Z.P. PRI. SCH. MANUR BK.,Zilla Parishad,1_Primary,1,4
27030401001,Z.P. PRI. SCH. MANUR KH.,Zilla Parishad,2_Primary with Upper Primary,1,5
27030401201,Z.P. PRI. SCH. SALSHINGI,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030401301,Z.P. CENTRAL SCH. ENGAON,Zilla Parishad,1_Primary,1,4
27030401401,Z.P. PRI. SCH. CHIKHALI BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030401501,Z.P. PRI. SCH. CHINCHKHEDE P.B.,Zilla Parishad,1_Primary,1,4
27030401601,Z.P. PRI. SCH. GHANKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030401701,Z.P. PRI. SCH. HARANKHEDE,Zilla Parishad,1_Primary,1,4
27030401801,Z.P. PRI. SCH. NIMKHEDE,Zilla Parishad,1_Primary,1,4
27030402001,Z.P.PRI. SCH. WADAJI,Zilla Parishad,1_Primary,1,4
27030402101,Z.P.PRI. SCH. WARKHEDE BK.,Zilla Parishad,1_Primary,1,4
27030402201,Z.P.PRI. SCH. WARKHEDE KH.,Zilla Parishad,1_Primary,1,4
27030402401,Z.P.PRI. SCH.AMADGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27030402501,Z.P.PRI. SCH. CHINCHKHEDE SIM,Zilla Parishad,2_Primary with Upper Primary,1,5
27030402701,Z.P.PRI. SCH. HINGANE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030402801,Z.P.PRI. SCH. JUNONEDIGAR,Zilla Parishad,2_Primary with Upper Primary,1,5
27030402901,Z.P.PRI. SCH. KOLHADI,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030403001,Z.P.PRI. CENTRAL SCH. NADGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030403002,Z.P.PRI. SCH. DADANAGAR,Zilla Parishad,1_Primary,1,4
27030403101,Z.P.PRI. SCH. NANDGAON,Zilla Parishad,1_Primary,1,4
27030403201,Z.P.PRI. SCH. RAJURE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030403301,Z.P.PRI. SCH. SONOTI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030403401,Z.P.PRI. SCH. SHIRSALE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030403501,Z.P.PRI. SCH. BORGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27030403601,Z.P.PRI. SCH. DHANORI,Zilla Parishad,1_Primary,1,4
27030403701,Z.P.PRI. SCH. MANMODI,Zilla Parishad,1_Primary,1,4
27030403801,Z.P.PRI. SCH. MUKTAL,Zilla Parishad,2_Primary with Upper Primary,1,6
27030403901,Z.P.PRI. CENTRAL SCH. SURWADE BK.,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030404101,Z.P.PRI. SCH. VARAD BK.,Zilla Parishad,2_Primary with Upper Primary,1,5
27030404301,Z.P.PRI. SCH. WAKI,Zilla Parishad,1_Primary,1,4
27030404401,Z.P.PRI. SCH. VICHAWE,Zilla Parishad,1_Primary,1,4
27030404501,Z.P.PRI. SCH. DHONDAKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030404601,Z.P.PRI. MARATHI SCH. JAMATHI ,Zilla Parishad,1_Primary,1,4
27030404602,Z.P.PRI. URDU SCH. JAMATHI,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030404701,Z.P.PRI. SCH. KURHEHARDO,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030404801,Z.P.PRI. MARAHI SCH. LONWADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030404802,Z.P.PRI. URDU SCH. LONWADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030404901,Z.P.PRI. SCH. PALASKHEDE BK.,Zilla Parishad,1_Primary,1,4
27030405001,Z.P.PRI. MARATHI SCH. REWATI ,Zilla Parishad,1_Primary,1,4
27030405002,Z.P.PRI. URDU  SCH. REWATI ,Zilla Parishad,2_Primary with Upper Primary,1,5
27030405101,Z.P.CENTRAL PRI. SCH. SHELWAD,Zilla Parishad,1_Primary,1,4
27030405201,Z.P.PRI. SCH. SHEWAGE KH.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030405301,Z.P.PRI. MARATHI SCH. YEWATI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030405302,Z.P.PRI. URDU  SCH. YEWATI,Zilla Parishad,1_Primary,1,4
27030500201,Z.P. SCH. BHAL BOY'S,Zilla Parishad,1_Primary,1,4
27030500202,Z.P. SCH. BHAL KASABE,Zilla Parishad,1_Primary,1,4
27030500203,Z.P. GIRL SCH. BHAL GIRL'S,Zilla Parishad,1_Primary,1,4
27030500301,Z.P. SCH. BORKHEDE BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030500401,Z.P. PRI. SCH. BHAWALI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030500501,Z.P. PRI. SCH. DHOMANE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030500601,Z.P. PRI. SCH. JAMDA,Zilla Parishad,1_Primary,1,4
27030500603,"NEW Z.P.PRI.SCHOOL , INDIRA NAGAR(JAMDA)",Zilla Parishad,1_Primary,1,4
27030500701,Z.P. PRI. SCH. RAHIPURI,Zilla Parishad,2_Primary with Upper Primary,1,7
27030500801,Z.P. PRI. SCH. NHAVE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030500901,Z.P. PRI. SCH. TEKWADE BK,Zilla Parishad,1_Primary,1,4
27030501001,Z.P. PRI. SCH. TEKWADE KH,Zilla Parishad,1_Primary,1,4
27030501101,Z.P. PRI. SCH. CHITEGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27030501201,Z.P. PRI. SCH. GANESHPUR,Zilla Parishad,1_Primary,1,4
27030501301,Z.P. PRI. SCH. GUJARDARI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030501401,Z.P. PRI. SCH. JUNPANI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030501501,Z.P. PRI. SCH. KHADAKI BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27030501502,Z.P. URDU SCH. KHADAKI BK,Zilla Parishad,2_Primary with Upper Primary,1,5
27030501505,"NEW Z.P.PRI.SCHOOL , PATKHADKI (KHADAKI BK)",Zilla Parishad,2_Primary with Upper Primary,1,5
27030501601,Z.P. PRI. SCH. ODHARE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030501701,Z.P. PRI. SCH. PIMPRI BK.PRA.CHA.,Zilla Parishad,2_Primary with Upper Primary,1,5
27030501801,Z.P. PRI. SCH. SHINDI,Zilla Parishad,2_Primary with Upper Primary,1,7
27030501802,"NEW Z..P.PRI.SCHOOL , CHATURBHUJ (SHINDI)",Zilla Parishad,1_Primary,1,4
27030501901,Z.P. PRI. SCH. TAMBOLE BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030502001,Z.P. PRI. SCH. TAMBOLE KH.,Zilla Parishad,1_Primary,1,4
27030502101,Z.P. PRI. SCH. ANDHARI,Zilla Parishad,1_Primary,1,4
27030502201,Z.P. PRI. SCH.  HATGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27030502202,Z.P. PRI. SCH. VISAPUR TANDA (HATGAON),Zilla Parishad,2_Primary with Upper Primary,1,7
27030502301,Z.P. PRI. SCH. PIMPALWAD (NIKUMBH),Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030502302,Z.P. PRI. SCH. PIMPALWAD (PLOT) ,Zilla Parishad,1_Primary,1,4
27030502401,Z.P. PRI. SCH. PIMPALGAON PRA.DE.,Zilla Parishad,2_Primary with Upper Primary,1,5
27030502501,Z.P. PRI. SCH. ROHINI,Zilla Parishad,2_Primary with Upper Primary,1,7
27030502601,Z.P. PRI. SCH. TAMGAVHAN,Zilla Parishad,2_Primary with Upper Primary,1,5
27030502701,Z.P. PRI. SCH. ABHONE TANDA,Zilla Parishad,1_Primary,1,4
27030502801,Z.P. PRI. SCH. ABHONEGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27030502901,Z.P. PRI. SCH. DASKEBARDI,Zilla Parishad,1_Primary,1,4
27030503001,Z.P. PRI. SCH. KALMADU BOY'S,Zilla Parishad,1_Primary,1,4
27030503002,Z.P. PRI. SCH. KALMADU GIRL'S,Zilla Parishad,1_Primary,1,4
27030503101,Z.P. PRI. SCH. KUNZAR,Zilla Parishad,1_Primary,1,4
27030503201,Z.P. PRI. SCH. KHEDGAON,Zilla Parishad,1_Primary,1,4
27030503301,Z.P. PRI. SCH. KHEDI KH.,Zilla Parishad,1_Primary,1,4
27030503401,Z.P. PRI. SCH. POHARE,Zilla Parishad,1_Primary,1,4
27030503501,Z.P. PRI. SCH. RAJMANE,Zilla Parishad,1_Primary,1,4
27030503601,Z.P. PRI. SCH. CHINCHGAVHAN,Zilla Parishad,1_Primary,1,4
27030503701,Z.P. PRI. SCH. DAHIWAD,Zilla Parishad,1_Primary,1,4
27030503801,Z.P. PRI. SCH. DAREGAON,Zilla Parishad,1_Primary,1,4
27030503901,Z.P. PRI. SCH. DARA TANDA,Zilla Parishad,1_Primary,1,4
27030504001,Z.P. PRI. SCH. LONDHE,Zilla Parishad,1_Primary,1,4
27030504101,Z.P. PRI. SCH. LONDHE TANDA,Zilla Parishad,1_Primary,1,4
27030504201,Z.P. PRI. SCH. PINJARPADE,Zilla Parishad,1_Primary,1,4
27030504301,Z.P. PRI. SCH. PIMPALWADI TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27030504401,Z.P. PRI. SCH. SUNDAR NAGAR,Zilla Parishad,1_Primary,1,4
27030504501,Z.P. PRI. SCH. VARKHEDE BK.TANDA,Zilla Parishad,1_Primary,1,4
27030504502,"NEW Z.P.PRI.SCHOOL , CHOUKIBARDI (VARKHEDE BK.TANDA)",Zilla Parishad,1_Primary,1,4
27030504601,Z.P. PRI. SCH. VARKHEDE BK.,Zilla Parishad,1_Primary,1,4
27030504701,Z.P. PRI. SCH. VISAPUR,Zilla Parishad,1_Primary,1,4
27030504801,Z.P. PRI. SCH. BHAUR,Zilla Parishad,2_Primary with Upper Primary,1,7
27030504901,Z.P. PRI. SCH. DHAMANGAON,Zilla Parishad,1_Primary,1,4
27030505001,Z.P. PRI. SCH. DASEGAON,Zilla Parishad,1_Primary,1,4
27030505002,"NEW Z.P.PRI.SCHOOL , NAVE DASEGAON",Zilla Parishad,1_Primary,1,4
27030505101,Z.P. PRI. SCH. KHADAKI SIM,Zilla Parishad,1_Primary,1,4
27030505201,Z.P. PRI. SCH. KARGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030505202, Z.P. PRI. SCH. KARGAON TANDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030505301,Z.P. PRI. SCH. NO.1 MEHUNBARE,Zilla Parishad,1_Primary,1,4
27030505302,Z.P. PRI. SCH. NO. 2  MEHUNBARE,Zilla Parishad,1_Primary,1,4
27030505303,Z.P. URDU. SCH.  MEHUNBARE,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030505306,"NEW Z.P.PRI.SCHOOL , CHOUFULI (MEHUNBARE)",Zilla Parishad,1_Primary,1,4
27030505401,Z.P. PRI. SCH. PALASARE,Zilla Parishad,1_Primary,1,4
27030505402,"NEW Z.P.PRI.SCHOOL , KADHARE (PALASARE)",Zilla Parishad,1_Primary,1,4
27030505501,Z.P. PRI. SCH. SHIDWADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030505601,Z.P. PRI. SCH. TIRPOLE,Zilla Parishad,1_Primary,1,4
27030505602,"NEW Z.P.PRI.SCHOOL , NAVE TIRPOLE",Zilla Parishad,2_Primary with Upper Primary,1,7
27030505701,Z.P. PRI. SCH. WADGAON LAMBE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030505801,Z.P. PRI. SCH. BORKHEDA KH.,Zilla Parishad,1_Primary,1,4
27030505901,Z.P. PRI. SCH. KHARJAI,Zilla Parishad,2_Primary with Upper Primary,1,7
27030506001,Z.P. PRI. SCH. MUNDKHEDE BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030506101,Z.P. PRI. SCH. MUNDKHEDE KH.,Zilla Parishad,1_Primary,1,4
27030506201,Z.P. PRI. SCH. OZAR,Zilla Parishad,2_Primary with Upper Primary,1,7
27030506301,Z.P. PRI. BOYS SCH. PATONDA,Zilla Parishad,1_Primary,1,4
27030506302,Z.P. PRI. GIRLS SCH  PATONDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030506401,Z.P. PRI. SCH. TAKALI PRA.CHA.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030506501,Z.P. PRI. SCH. TARWADE,Zilla Parishad,1_Primary,1,4
27030506601,Z.P. PRI. SCH. BELDARWADI,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030506701,Z.P. PRI. SCH. GANPUR,Zilla Parishad,1_Primary,1,4
27030506801,Z.P. PRI. SCH. KODGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030506901,Z.P. PRI. SCH. PIMPARKHEDE ,Zilla Parishad,2_Primary with Upper Primary,1,7
27030506902,"NEW Z.P.PRI.SCHOOL , HANUMANWADI",Zilla Parishad,1_Primary,1,4
27030506903,"NEW Z.P.PRI.SCHOOL , LALBARDI (PIMPARKHEDE)",Zilla Parishad,1_Primary,1,4
27030507001,Z.P. PRI. SCH. PIMPARKHEDE TANDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030507004,Z.P.URDU SCH.  PIMPARKHEDE TANDA,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030507005,"NEW Z.P.PRI.SCHOOL , ZATKYADEV",Zilla Parishad,1_Primary,1,4
27030507006,"NEW Z.P.PRI.SCHOOL , KHADKHADYA NALA",Zilla Parishad,1_Primary,1,4
27030507101,Z.P. PRI. SCH. PATNA,Zilla Parishad,1_Primary,1,4
27030507103,"NEW Z.P.PRI.SCHOOL , NAGESHWARWADI ",Zilla Parishad,1_Primary,1,4
27030507201,Z.P.SCH. PATNA TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27030507301,Z.P.SCH. SHIVAPUR,Zilla Parishad,2_Primary with Upper Primary,1,6
27030507401,Z.P.SCH. SHAMWADI,Zilla Parishad,1_Primary,1,4
27030507501,Z.P.SCH. WALTHAN PATE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030507601,Z.P.SCH. WALTHAN 32,Zilla Parishad,1_Primary,1,4
27030507801,Z.P. PRI. SCH. ALWADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030507901,Z.P. PRI. SCH. DESHMUKH WADI,Zilla Parishad,1_Primary,1,4
27030508001,Z.P. PRI. SCH. MANDURNE ,Zilla Parishad,1_Primary,1,4
27030508003,Z.P.PRI.SCH.FULEWADI ( MANDURNE ),Zilla Parishad,2_Primary with Upper Primary,1,5
27030508004,Z.P.PRI.URDU SCH.MANDURNE,Zilla Parishad,1_Primary,1,4
27030508101,Z.P. PRI. SCH. NANDRE,Zilla Parishad,1_Primary,1,4
27030508102,"NEW Z.P. PRIMARY SCHOOL , PIRWADI (NANDRE)",Zilla Parishad,1_Primary,1,4
27030508201,Z.P. PRI. SCH. PILKHOD,Zilla Parishad,2_Primary with Upper Primary,1,7
27030508203,Z.P. URDU SCH. PILKHOD,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030508204,"NEW Z..P.PRI.SCHOOL , TALNI-PILKHOD",Zilla Parishad,1_Primary,1,4
27030508301,Z.P. PRI. SCH.  BOY'S SAYGAON,Zilla Parishad,1_Primary,1,4
27030508302,Z.P. SCH. GIRLS SAYGAON,Zilla Parishad,1_Primary,1,4
27030508303,Z.P. URDU. SCH. SAYGAON,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030508401,Z.P. PRI. SCH. TAMSWADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030508501,Z.P. PRI. SCH. UPKHED,Zilla Parishad,2_Primary with Upper Primary,1,7
27030508601,Z.P. PRI. SCH. UPKHED TANDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030508701,Z.P.PRI.SCH. BANGAON,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030508702,Z.P.PRI. URDU SCH. BANGAON,Zilla Parishad,1_Primary,1,4
27030508801,Z.P.PRI.SCH. BODHARE BK.,Zilla Parishad,2_Primary with Upper Primary,1,5
27030508901,Z.P. MAR. BOYS SCH. BODHARE KH.,Zilla Parishad,1_Primary,1,4
27030509001,Z.P.PRI.SCH. JUNONE GHAT,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030509002,"NEW Z.P.PRI.SCHOOL , NAIK NAGAR (JUNONE GHAT)",Zilla Parishad,1_Primary,1,4
27030509101,Z.P.PRI.SCH. KHERDE TANDA.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030509102,Z.P.PRI SCH. KHERDEGAON,Zilla Parishad,1_Primary,1,4
27030509201,Z.P. PRI. SCH. LONJE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030509301,Z.P. BOY'S. SCH.  RANJANGAON,Zilla Parishad,1_Primary,1,4
27030509302,Z.P. GIRL'S  SCH. RANJANGAON,Zilla Parishad,1_Primary,1,4
27030509303,Z.P. URDU. SCH. RANJANGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030509401,Z.P. PRI. SCH. SANGAVI,Zilla Parishad,2_Primary with Upper Primary,1,7
27030509502,Z.P. PRI. SCH. TALONDE PRA.CHA,Zilla Parishad,1_Primary,1,4
27030509601,Z.P. PRI. SCH. GHODEGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030509602,NEW Z.P.PRI.SCH.KHARADI(GHODEGAON),Zilla Parishad,2_Primary with Upper Primary,1,5
27030509701,Z.P. BOYS. SCH. HIRAPUR,Zilla Parishad,1_Primary,1,4
27030509702,Z.P. GIRLS. SCH. HIRAPUR,Zilla Parishad,1_Primary,1,4
27030509801,Z.P. PRI. SCH. KARANJGAON,Zilla Parishad,1_Primary,1,4
27030509901,Z.P. PRI. SCH. RAJDHEHARE TANDA,Zilla Parishad,1_Primary,1,4
27030509902,Z.P. PRI. SCH. RAJDEHARE SETALMENT,Zilla Parishad,2_Primary with Upper Primary,1,7
27030510001,Z.P. PRI. SCH. NO. 1 TALEGAON ,Zilla Parishad,1_Primary,1,4
27030510002,Z.P. PRI. SCH.  NO.2 TALEGAON ,Zilla Parishad,1_Primary,1,4
27030510101,Z.P. PRI. SCH. TALEGAON  TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27030510201,Z.P. PRI. SCH. BHRAHMAN SHEWGE,Zilla Parishad,1_Primary,1,4
27030510301,Z.P. PRI. SCH. KAKADNE,Zilla Parishad,2_Primary with Upper Primary,1,6
27030510401,Z.P. PRI. SCH. MAL SHEWGE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030510501,Z.P. PRI. SCH. PIMPALWAD MHALASA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030510601,Z.P. PRI. SCH.PIMPRI BK.PRA.DE. ,Zilla Parishad,2_Primary with Upper Primary,1,5
27030510701,Z.P. PRI. SCH. SHIRASGAON,Zilla Parishad,1_Primary,1,4
27030510801,Z.P. PRI. SCH. SHEWARI TANDA ,Zilla Parishad,2_Primary with Upper Primary,1,5
27030510901,Z.P. PRI. SCH. TAKALI PRA.DE.,Zilla Parishad,1_Primary,1,4
27030511001,Z.P. PRI. SCH. TALONDE DIGAR,Zilla Parishad,1_Primary,1,4
27030511002,"NEW Z..P.PRI.SCHOOL , KRUSHNAWADI (TALONDE DIGAR)",Zilla Parishad,1_Primary,1,4
27030511101,Z.P. PRI. SCH. WARKHEDE KH.,Zilla Parishad,1_Primary,1,4
27030511201,Z.P. PRI. SCH. ADGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030511301,Z.P. PRI. SCH. BILAKHED,Zilla Parishad,2_Primary with Upper Primary,1,5
27030511303,"NEW Z.P.PRIMARY SCHOOL , RAMWADI ( BILAKHED)",Zilla Parishad,1_Primary,1,4
27030511401,Z.P. PRI. SCH. BELGANGA,Zilla Parishad,1_Primary,1,4
27030511501,Z.P. PRI. SCH. BHORAS BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27030511502,Z.P. URDU. SCH. BHORAS BK.,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030511601,Z.P. PRI. SCH.  BHORAS KH.,Zilla Parishad,1_Primary,1,4
27030511602,Z.P. PRI. SCH. GAIRAN ( BHORAS KH.),Zilla Parishad,2_Primary with Upper Primary,1,5
27030511701,Z.P. PRI. SCH. CHINCHKHEDE,Zilla Parishad,1_Primary,1,4
27030511801,Z.P. PRI. SCH. DEOLI,Zilla Parishad,1_Primary,1,4
27030511901,Z.P. PRI. SCH. DON DIGAR,Zilla Parishad,2_Primary with Upper Primary,1,6
27030511902,"NEW Z.P.PRI.SCHOOL , INDIRANAGAR (DON DIGAR)",Zilla Parishad,1_Primary,1,4
27030512001,Z.P. PRI. SCH. PIMPRI KH.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030512101,Z.P. PRI. SCH. BOY'S UMBERKHEDE,Zilla Parishad,1_Primary,1,4
27030512102,Z.P. URDU SCH. UMBERKHEDE,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030512103,Z. P. PRI SCH. GIRL'S UMBERKHEDE,Zilla Parishad,1_Primary,1,4
27030512201,Z.P. PRI. SCH. BHAMARE BK.,Zilla Parishad,1_Primary,1,4
27030512301,"NEW Z.P.PRI.SCHOOL , BHAMRE KH.",Zilla Parishad,1_Primary,1,4
27030512401,Z.P. PRI. SCH. CHAMBHARDI KH.,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030512501,Z.P. PRI. SCH. DAMRUN,Zilla Parishad,1_Primary,1,4
27030512601,Z.P.SCH. EKLAHARE,Zilla Parishad,1_Primary,1,4
27030512701,Z.P.PRI.SCH. HINGONE SIM,Zilla Parishad,1_Primary,1,4
27030512801,Z.P. PRI. SCH. HINGONE KH.,Zilla Parishad,1_Primary,1,4
27030512901,Z.P. PRI. SCH. BOY'S  WAGHALI,Zilla Parishad,1_Primary,1,4
27030512903,Z.P. PRI. SCH. GIRL'S WAGHALI,Zilla Parishad,1_Primary,1,4
27030512904,Z. P. PRI SCH. INDIRA NAGAR (WAGHALI),Zilla Parishad,1_Primary,1,4
27030512905,Z.P. URDU. SCH. WAGHALI,Zilla Parishad,2_Primary with Upper Primary,1,6
27030513001,Z.P. PRI. SCH. WADALA WADALI,Zilla Parishad,1_Primary,1,4
27030513101,Z.P. PRI. SCH. CHAMBHARDI BK.,Zilla Parishad,1_Primary,1,4
27030513201,Z.P. PRI. SCH. HATALE,Zilla Parishad,1_Primary,1,4
27030513203,"NEW Z.P.PRI.SCHOOL , HATLE TANDA",Zilla Parishad,1_Primary,1,4
27030513301,Z.P. PRI. SCH. JAWALE,Zilla Parishad,1_Primary,1,4
27030513401,Z.P. PRI. SCH. JAMDI,Zilla Parishad,1_Primary,1,4
27030513402,Z.P. URDU SCH. JAMDI,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030513501,Z.P. PRI. SCH. KONGA NAGAR,Zilla Parishad,1_Primary,1,4
27030513601,Z.P. PRI. SCH. ROKADE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030513701,Z.P. PRI. SCH. WAGHADU,Zilla Parishad,1_Primary,1,4
27030513801,Z.P. PRI. SCH. VAKADI,Zilla Parishad,2_Primary with Upper Primary,1,7
27030513901,Z.P. PRI. SCH. WAGHALE,Zilla Parishad,1_Primary,1,4
27030514001,Z P PRI. SCH. PATHARJE,Zilla Parishad,1_Primary,1,4
27030600101,Z.P. KENDRIYA BOYS UPP.SCH.ADAWAD,Zilla Parishad,1_Primary,1,4
27030600102,Z.P. GIRLS  PRI.SCH. ADAWAD,Zilla Parishad,1_Primary,1,4
27030600103,Z.P. URDU UPP. PRI. SCH. ADAWAD,Zilla Parishad,2_Primary with Upper Primary,1,7
27030600104,Z.P.  SCH. PANDHARI,Zilla Parishad,1_Primary,1,4
27030600113,ZP. UPP. PRI. URDU  GIRL. SCH. ADAWAD,Zilla Parishad,2_Primary with Upper Primary,1,7
27030600301,Z.P. PRI. SCH. KAMALGAON,Zilla Parishad,1_Primary,1,4
27030600401,Z.P. PRI. SCH. KHARDI,Zilla Parishad,1_Primary,1,4
27030600501,Z.P. PRI. SCH. LONI,Zilla Parishad,1_Primary,1,4
27030600502,Z.P. URDU PRI. SCH. LONI,Zilla Parishad,1_Primary,1,4
