schoolCode,schoolname,mgmt,type,classL,classH
27031211601,Z. P. MAR SCH. NIMBHORI KH,Zilla Parishad,1_Primary,1,4
27031211701,Z. P. MAR SCH. MONDHALE ,Zilla Parishad,2_Primary with Upper Primary,1,7
27031211801,Z. P. MAR SCH. PIMPRI KH,Zilla Parishad,1_Primary,1,4
27031211901,Z. P. MAR SCH.(BOYS) SHINDAD,Zilla Parishad,1_Primary,1,4
27031211902,Z. P. MAR SCH.(GIRLS) SHINDAD,Zilla Parishad,1_Primary,1,4
27031211903,Z. P. URDU SCH. SHINDAD,Zilla Parishad,2_Primary with Upper Primary,1,5
27031212001,Z. P. MAR SCH. SATGAON DONGRI,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031212002,Z. P.URDU SCH. SATGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27031212005,Z.P. PRI SCH. SATGAON,Zilla Parishad,1_Primary,1,4
27031212101,Z. P. MAR SCH. SARVE,Zilla Parishad,1_Primary,1,4
27031212201,Z. P. MAR SCH. WADI,Zilla Parishad,1_Primary,1,4
27031212301,PRI. SCH. WANEGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27031212401,Z.P. MAR. PRI. SCHOOL WADGAON PIMPLGAON TANDA,Zilla Parishad,1_Primary,1,4
27031212501,Z.P.NEW SHC.INDIRAAAVAS,Zilla Parishad,1_Primary,1,4
27031212901,Z.P.NEW PRI.SCH  VANJARI TANDA,Zilla Parishad,1_Primary,1,4
27031213001,Z.P.NEW BADARKHE TANDA ,Zilla Parishad,1_Primary,1,4
27031300101,Z. P. PRI. SCH. AMBAPIMPRI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031300201,Z. P. KENDRA SCH.BHILALI ,Zilla Parishad,1_Primary,1,4
27031300203,Z.P.PRI.SCH.HIVARKHEDE BK.,Zilla Parishad,1_Primary,1,4
27031300301,Z. P. PRI. SCH.BHOKARBARI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031300401,Z. P. PRI. SCH.DABAPIMPRI,Zilla Parishad,1_Primary,1,4
27031300801,Z. P. PRI. SCH.JIRALI,Zilla Parishad,1_Primary,1,4
27031300901,Z. P. PRI. SCH.KANKRAJ,Zilla Parishad,2_Primary with Upper Primary,1,7
27031301001,Z. P. PRI. SCH.KOLPIMPRI,Zilla Parishad,1_Primary,1,4
27031301101,Z. P. PRI. SCH.NERPAT,Zilla Parishad,1_Primary,1,4
27031301201,Z. P. PRI. SCH.RATNAPIMPRI,Zilla Parishad,1_Primary,1,4
27031301301,Z. P. PRI. SCH.VADGAON P.A.,Zilla Parishad,2_Primary with Upper Primary,1,5
27031301401,Z. P. PRI. SCH.VANJARI BK.,Zilla Parishad,2_Primary with Upper Primary,1,5
27031301501,Z. P. KENDRA SCH. BOLE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031301601,Z. P. PRI. SCH.DHOLI,Zilla Parishad,1_Primary,1,4
27031301701,Z. P. PRI. SCH.HIWARKHED KH.,Zilla Parishad,1_Primary,1,4
27031301801,Z. P. PRI. SCH.HIWARKHEDE TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031301901,Z. P. PRI. SCH.KARADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031302001,Z. P. PRI. SCH.KARANJI BK.,Zilla Parishad,1_Primary,1,4
27031302101,Z. P. PRI. SCH.MAHALSHEVAGE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031302201,Z. P. PRI. SCH.MUNDANE(KARANJI),Zilla Parishad,2_Primary with Upper Primary,1,7
27031302301,Z. P. PRI. SCH.SHEVAGE TANDA,Zilla Parishad,1_Primary,1,4
27031302401,Z. P. PRI. SCH.SOKE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031302501,Z. P. PRI. SCH.VASANT WADI,Zilla Parishad,1_Primary,1,4
27031302601,Z. P. PRI. SCH.VELHANE ,Zilla Parishad,2_Primary with Upper Primary,1,5
27031302701,Z. P. PRI. SCH.BHONDAN DIGAR,Zilla Parishad,2_Primary with Upper Primary,1,7
27031302801,Z. P. PRI. SCH.BHONDAN TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031302901,Z. P. PRI. SCH.CHORWAD,Zilla Parishad,1_Primary,1,4
27031302903,NEW PRI.SCH.VAGHRI,Zilla Parishad,1_Primary,1,4
27031303001,Z. P. PRI. SCH.KAMATWADI,Zilla Parishad,1_Primary,1,4
27031303101,Z. P. PRI. SCH.KHOLSAR,Zilla Parishad,2_Primary with Upper Primary,1,5
27031303201,Z. P. PRI. SCH.SHIRASMANI,Zilla Parishad,1_Primary,1,4
27031303301,Z. P. PRI. SCH.SHIRASMANI TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031303401,Z. P. PRI. SCH.TITAVI ,Zilla Parishad,1_Primary,1,4
27031303501,Z. P. PRI. SCH.TITAVI TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031303701,Z. P. PRI. SCH.VAGHRI,Zilla Parishad,1_Primary,1,4
27031303801,Z. P. PRI. SCH.CHAHUTRE,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031303901,Z. P. PRI. SCH.DHULPIMPRI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031304001,Z. P. PRI. SCH.LONI GROUP,Zilla Parishad,1_Primary,1,4
27031304003,Z. P. PRI SCH. LONISIM,Zilla Parishad,1_Primary,1,4
27031304301,Z. P. PRI. SCH.MANGARUL,Zilla Parishad,1_Primary,1,4
27031304401,Z. P. PRI. SCH.MORFAL,Zilla Parishad,1_Primary,1,4
27031304501,Z. P. PRI. SCH.MORFALI,Zilla Parishad,1_Primary,1,4
27031304601,Z. P. PRI. SCH.NAGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27031304602,Z.P.SCH. NAGAON INDARANAGAR,Zilla Parishad,1_Primary,1,4
27031304701,Z. P. PRI. SCH.PALASKHEDE SIM,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031304801,Z. P. PRI. SCH.WADGAON P.E.,Zilla Parishad,2_Primary with Upper Primary,1,5
27031304901,Z. P. PRI. SCH.BODARDE,Zilla Parishad,1_Primary,1,4
27031305003,Z. P. PRI.  BOYS SCH. NO. 3  PAROLA,Zilla Parishad,1_Primary,1,4
27031305006,Z. P. PRI. BOY & GIRLS SCH.  PAROLA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031305007,Z. P. PRI.  GIRLS SCH. NO. 3  PAROLA,Zilla Parishad,1_Primary,1,4
27031305008,Z. P. PRI.  URDU BOYS SC  PAROLA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031305009,Z. P. PRI.  GIRLS URDU SCH.  PAROLA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031305101,Z. P. PRI. SCH.SHEVAGE BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27031305201,Z. P. PRI. SCH. VICHKHEDE ,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031305301,Z. P. PRI. SCH.BABHALENAG,Zilla Parishad,2_Primary with Upper Primary,1,7
27031305401,Z. P. PRI. SCH.BAHUTE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031305601,Z. P. PRI. SCH. ITNER (VITNER),Zilla Parishad,1_Primary,1,4
27031305701,Z. P. PRI. SCH. KANHERE ,Zilla Parishad,1_Primary,1,4
27031305801,Z. P. PRI. SCH.MHASAVE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031305901,Z. P. PRI. SCH.PALASKHEDE BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031306101,Z. P. PRI. SCH.SANGAVI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031306201,Z. P. PRI. SCH.SARVE BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031306301,Z. P. PRI. SCH.SARVE TANDA,Zilla Parishad,1_Primary,1,4
27031306401,Z. P. PRI. SCH.SAWKHEDE HOL,Zilla Parishad,1_Primary,1,4
27031306501,Z. P. PRI. SCH.SAWKHEDE MARATH,Zilla Parishad,1_Primary,1,4
27031306601,Z. P. PRI. SCH.SAWKHEDE TURK,Zilla Parishad,1_Primary,1,4
27031306801,Z. P. PRI. SCH.CHOKHALOD KH.,Zilla Parishad,1_Primary,1,4
27031307001,Z. P. PRI. SCH.DHABE,Zilla Parishad,1_Primary,1,4
27031307201,Z. P. PRI. SCH.HIRAPUR,Zilla Parishad,1_Primary,1,4
27031307301,Z. P. PRI. SCH.KHEDI DHOK,Zilla Parishad,2_Primary with Upper Primary,1,7
27031307401,Z. P. PRI. SCH.MOHADI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031307501,Z. P. PRI. SCH.RAJWAD,Zilla Parishad,1_Primary,1,4
27031307601,Z. P. PRI. SCH.SABGAVHAN,Zilla Parishad,2_Primary with Upper Primary,1,7
27031307701,Z. P. PRI. SCH.SHELAVE BK.,Zilla Parishad,1_Primary,1,4
27031307703,Z.P.PRI.SCH.TABOLE SCHOOL,Zilla Parishad,1_Primary,1,4
27031307801,Z.P.PRI.SCH.SHELAVE KH,Zilla Parishad,1_Primary,1,4
27031308001,Z. P. PRI. SCH.UTRAD,Zilla Parishad,2_Primary with Upper Primary,1,5
27031308101,Z. P. PRI. SCH. BAHADARPUR,Zilla Parishad,1_Primary,1,4
27031308201,Z. P. PRI. SCH.BHOLANE,Zilla Parishad,1_Primary,1,4
27031308301,Z. P. PRI. SCH.DALWEL,Zilla Parishad,2_Primary with Upper Primary,1,5
27031308302,Z. P. PRI. SCH. DALWEL TANDA,Zilla Parishad,1_Primary,1,4
27031308401,Z. P. PRI. SCH.JAMADE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031308501,Z. P. PRI. SCH.MONDHALE P.A.,Zilla Parishad,1_Primary,1,4
27031308601,Z. P. PRI. SCH.MAHALPUR,Zilla Parishad,2_Primary with Upper Primary,1,5
27031308701,Z. P. PRI. SCH.PIMPALKOTE,Zilla Parishad,1_Primary,1,4
27031308801,Z. P. PRI. SCH.PIMPAL BHAIRAV,Zilla Parishad,2_Primary with Upper Primary,1,5
27031308901,Z. P. PRI. SCH.SUMTHANE,Zilla Parishad,1_Primary,1,4
27031309001,Z. P. PRI. SCH.SABGAVHAN KH.,Zilla Parishad,1_Primary,1,4
27031309101,Z. P. KENDRA SCH.SHIRSODE,Zilla Parishad,1_Primary,1,4
27031309102,Z. P. URDU SCH.SHIRSODE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031309301,Z. P. PRI. SCH.ADGAON,Zilla Parishad,1_Primary,1,4
27031309401,Z. P. PRI. SCH. ( BOYS ) DEVGAON,Zilla Parishad,1_Primary,1,4
27031309402,Z. P. PRI. SCH. ( GIRLS ) DEVGAON,Zilla Parishad,1_Primary,1,4
27031309601,Z. P. PRI. SCH.KARMAD BK.,Zilla Parishad,2_Primary with Upper Primary,1,5
27031309701,Z. P. PRI. SCH.KARMAD KH,Zilla Parishad,1_Primary,1,4
27031309801,Z. P. PRI. SCH.MUNDANE (GHA),Zilla Parishad,2_Primary with Upper Primary,1,5
27031309901,Z. P. PRI. SCH.RATALE,Zilla Parishad,1_Primary,1,4
27031310001,Z. P. PRI. SCH.SAAWALKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031310101,Z. P. PRI. SCH.SHIVARE DIGAR,Zilla Parishad,2_Primary with Upper Primary,1,7
27031310201,Z. P. PRI. SCH.TARWADE KH.,Zilla Parishad,1_Primary,1,4
27031310301,Z. P. KENDRA SCH. ( BOYS ) TAMASWADI,Zilla Parishad,1_Primary,1,4
27031310302,Z. P. PRI. SCH. ( GIRLS )  TAMASWADI,Zilla Parishad,1_Primary,1,4
27031310304,Z.P. SCH. SHATRINAGAR  TAMASWADI,Zilla Parishad,1_Primary,1,4
27031310305,Z.P.NEW SCH.INDIRANAGAR  TAMASWADI,Zilla Parishad,1_Primary,1,4
27031310307,Z.P.PRI.SCH.ADGAON TANDA  TAMASWADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031310308,Z.P.PRI.SCH.GADGAON TANDA  TAMASWADI,Zilla Parishad,1_Primary,1,4
27031310309,Z.P.PRI.SCH.DEGAON TAMASWADI,Zilla Parishad,1_Primary,1,4
27031310310,Z.P.PRI.SCH.KARMAD KHURD TANDA  TAMASWADI,Zilla Parishad,1_Primary,1,4
27031310401,Z. P. PRI. SCH.HANMATKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031310501,Z. P. PRI. SCH.JOGALKHEDE ,Zilla Parishad,1_Primary,1,4
27031310701,Z. P. PRI. SCH.MONDHALE (PIMPRI),Zilla Parishad,1_Primary,1,4
27031310801,Z. P. PRI. SCH.PIMPRI (MONDHALE),Zilla Parishad,2_Primary with Upper Primary,1,5
27031310901,Z. P. PRI. SCH.PUNGAON,Zilla Parishad,1_Primary,1,4
27031311001,Z. P. PRI. SCH.TARADI,Zilla Parishad,1_Primary,1,4
27031311101,Z. P. PRI. SCH.TOLI,Zilla Parishad,1_Primary,1,4
27031311201,Z. P. PRI. SCH MEHU.TEHU,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031311301,Z. P. KENDRA SCH. ( BOYS) UNDIRKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031311302,Z. P. PRI. SCH. ( GIRLS ) UNDIRKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031311303,Z. P. URDU SCH. UNDIRKHEDE,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031400101,Z. P. BOYS SCH. EINPUR,Zilla Parishad,1_Primary,1,4
27031400102,Z. P. SCH.GIRLS  EINPUR,Zilla Parishad,1_Primary,1,4
27031400103,Z. P. URDU  SCH. EINPUR,Zilla Parishad,2_Primary with Upper Primary,1,6
27031400201,"Z. P. SCH., RAVER STATION / BHOR",Zilla Parishad,1_Primary,1,4
27031400301,Z. P. BOYS SCH. DHAMODI,Zilla Parishad,1_Primary,1,4
27031400501,MARTHI BOYS SCH. KANDVEL,Zilla Parishad,1_Primary,1,4
27031400601,Z.P MARTHI BOYS SCH. KOLODE,Zilla Parishad,1_Primary,1,4
27031400701,Z.P. SCH. NIMBHORASIM,Zilla Parishad,1_Primary,1,4
27031400801,Z.P. MARTHI BOYS SCH. NIMBOL,Zilla Parishad,1_Primary,1,4
27031400901,Z.P. MARTHI BOYS SCH. SANGAVE,Zilla Parishad,1_Primary,1,4
27031401001,Z.P. MARTHI BOYS SCH. SHINGADI,Zilla Parishad,1_Primary,1,4
27031401101,Z.P. MARTHI BOYS SCH. SULWADI,Zilla Parishad,1_Primary,1,4
27031401201,Z.P. MARTHI BOYS SCH. VITAVE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031401301,Z.P. Central SCH. KHANAPUR,Zilla Parishad,1_Primary,1,4
27031401302,Z.P. URDU. SCH.  KHANAPUR,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031401401,Z.P. MARATHI SCH. AJNAD,Zilla Parishad,2_Primary with Upper Primary,1,7
27031401501,Z.P. MARATHI SCH. ATWADE,Zilla Parishad,1_Primary,1,4
27031401601,Z.P. MARATHI SCH. CHORVAD,Zilla Parishad,1_Primary,1,4
27031401701,Z.P. MARATHI SCH. KARJOD,Zilla Parishad,1_Primary,1,4
27031401702,Z.P. URDU  SCH. KARJOD,Zilla Parishad,2_Primary with Upper Primary,1,7
27031401801,Z.P. MARATHI SCH. NIRUL,Zilla Parishad,1_Primary,1,4
27031401901,Z.P. MARATHI SCH. PADLE BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27031402101,Z.P. CENTRAL Boys SCH. KHIRODA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031402102,Z.P. GIRLS SCH.KHIRODA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031402201,Z.P. SCH. BOYS ANDHARMALI,Zilla Parishad,1_Primary,1,4
27031402301,Z.P.  MARATHI SCH. CHINCHATI,Zilla Parishad,1_Primary,1,4
27031402401,Z.P.  MARATHI SCH. JANORI,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031402501,Z.P. PRI. SCH. KALMODA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031402502,Z.P. PRI.URDU SCH. KALMODA,Zilla Parishad,1_Primary,1,4
27031402601,Z.P.  MARATHI SCH. MOHMANDLI JUNI,Zilla Parishad,1_Primary,1,4
27031402701,Z.P.  MARATHI SCH. MOHMANDLI NAVI,Zilla Parishad,1_Primary,1,4
27031402801,Z.P.  MARATHI SCH. SAVKHEDE BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27031403001,Z.P.  MARATHI SCH. TIDYA,Zilla Parishad,1_Primary,1,4
27031403101,Z.P.  CENTRAL  SCH. KHUMBARKHEDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031403201,Z.P.  PRI.  SCH. BOYS  CHINAVAL,Zilla Parishad,1_Primary,1,4
27031403202,Z.P.  PRI.  SCH. GIRLS   CHINAVAL,Zilla Parishad,2_Primary with Upper Primary,1,7
27031403203,Z.P.  PRI.  URDU SCH.   CHINAVAL,Zilla Parishad,2_Primary with Upper Primary,1,7
27031403301,Z.P.  PRI.  SCH. GAURKHEDA,Zilla Parishad,1_Primary,1,4
27031403401,Z.P.  PRI.  SCH.  LOHARA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031403402,Z.P.  PRI.  URDU SCH.  LOHARA,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031403403,Z.P.  MARATHI GIRLS SCH.  LOHARA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031403405,Z.P.  MARATHI SCH.  GULI,Zilla Parishad,1_Primary,1,4
27031403501,Z.P.  PRI.  BOYS SCH. MOTHE WAGHODE,Zilla Parishad,1_Primary,1,4
27031403502,Z.P.  PRI.  GIRLS SCH. MOTHE WAGHODE,Zilla Parishad,1_Primary,1,4
27031403503,Z.P.  PRI.  URDU SCH. MOTHE WAGHODE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031403601,Z.P. CENTRAL SCH. KOCHUR,Zilla Parishad,2_Primary with Upper Primary,1,7
27031403701,Z.P.  PRI.  BOYS SCH. ANDALWADI,Zilla Parishad,1_Primary,1,4
27031404001,Z.P. GIRLS SCH. MASKAWAD BK,Zilla Parishad,1_Primary,1,4
27031404201,Z.P.  PRI.  BOYS SCH. MASKAWAD SIM,Zilla Parishad,1_Primary,1,4
27031404301,"Z.P.MARATHI BOYS SCH , ROZODA",Zilla Parishad,1_Primary,1,4
27031404501,"Z.P.  PRI.  BOYS SCH. , SUNODA",Zilla Parishad,2_Primary with Upper Primary,1,7
27031404601,Z.P. PRI. SCH. LAHAN WAGHODE,Zilla Parishad,1_Primary,1,4
27031404602,Z. P. URDU SCH. LAHAN WAGHODE,Zilla Parishad,1_Primary,1,4
27031404701,Z.P. PRI. SCH. KUSUMBA BK,Zilla Parishad,1_Primary,1,4
27031404801,Z.P. PRI. SCH. GARBARDI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031404802,Z.P. PRI. SCH. GAJACHAPADA GARBARDI,Zilla Parishad,1_Primary,1,4
27031404803,Z.P. PRI. SCH. SUKIDHARN GARBARDI,Zilla Parishad,1_Primary,1,4
27031404901,Z.P. PRI. SCH. GARKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031405001,Z.P. PRI. SCH. GULABWADI,Zilla Parishad,1_Primary,1,4
27031405201,"Z.P. PRI. SCH. , LALMATI",Zilla Parishad,1_Primary,1,4
27031405301,"Z.P. PRI. SCH. , MORWHAL",Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031405401,"Z.P. SHET. PRI. SCH. , MUNJALWADI",Zilla Parishad,2_Primary with Upper Primary,1,7
27031405501,"Z.P. PRI. SCH., NIMDYA",Zilla Parishad,2_Primary with Upper Primary,1,5
27031405502,"Z.P. PRI. SCH. SAYABU AMARSINGPADA , NIMDYA",Zilla Parishad,1_Primary,1,4
27031405601,"Z.P. PRI. MAR. SCH. , PAL",Zilla Parishad,2_Primary with Upper Primary,1,7
27031405602,"Z.P. PRI. URDU SCH. , PAL",Zilla Parishad,2_Primary with Upper Primary,1,7
27031405607,"Z.P. PRI. MAR. SCH. BARDIPURA , PAL",Zilla Parishad,1_Primary,1,4
27031405701,Z.P. SCH. PIMPARKUND,Zilla Parishad,2_Primary with Upper Primary,1,5
27031405801,Z.P. SCH. SAHASHRLING,Zilla Parishad,2_Primary with Upper Primary,1,5
27031405901,"Z.P. PRI.MAR.  SCH., KHIRWAD",Zilla Parishad,1_Primary,1,4
27031405902,"Z.P. PRI. URDU SCH. , KHIRWAD",Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031406001,"Z.P. PRI. SCH., BOHARDE",Zilla Parishad,1_Primary,1,4
27031406101,"Z.P. PRI. SCH. , DODHE",Zilla Parishad,1_Primary,1,4
27031406201,"Z.P. PRI. SCH. , DHURKHEDE",Zilla Parishad,1_Primary,1,4
27031406301,Z.P. PRI. SCH. MORGAON BK,Zilla Parishad,1_Primary,1,4
27031406401,"Z.P. PRI. SCH. ,  MORGAON KH",Zilla Parishad,1_Primary,1,4
27031406501,"Z.P. PRI. SCH. , NEHATE",Zilla Parishad,1_Primary,1,4
27031406601,"Z.P. PRI. SCH. , PATONDI",Zilla Parishad,2_Primary with Upper Primary,1,5
27031406701,"Z.P. PRI. SCH. , PUNKHEDE",Zilla Parishad,1_Primary,1,4
27031406801,"Z.P. PRI. SCH. , THEROLE",Zilla Parishad,2_Primary with Upper Primary,1,7
27031406901,Z.P. SCH.  BOYS NO.1 NImbhora,Zilla Parishad,1_Primary,1,4
27031406902,Z.P. SCH.  GIRLS NO. 2 NImbhora,Zilla Parishad,1_Primary,1,4
27031406904,Z.P. URDU SCH. NImbhora,Zilla Parishad,2_Primary with Upper Primary,1,5
27031406905,Z.P. NIMBHORA STATIO. SCH. NImbhora,Zilla Parishad,1_Primary,1,4
27031407001,Z.P. PRI. SCH. Bhamlwadi,Zilla Parishad,1_Primary,1,4
27031407101,Z.P. BOYS SCH. Khirdi bk,Zilla Parishad,1_Primary,1,4
27031407103,Z.P. URDU  SCH. Khirdi bk,Zilla Parishad,2_Primary with Upper Primary,1,7
27031407201,Z.P.Pri.School. Khirdi kh,Zilla Parishad,1_Primary,1,4
27031407301,Z.P. PRI. SCH. Rembhote,Zilla Parishad,1_Primary,1,4
27031407401,Z.P. MAR BOYS  SCH. Waghadi,Zilla Parishad,1_Primary,1,4
27031407501,Z.P.Pri. School Rasalpur M,Zilla Parishad,2_Primary with Upper Primary,1,7
27031407503,Z.P. URDU Boys SCH. Rasalpur,Zilla Parishad,2_Primary with Upper Primary,1,7
27031407507,Z.P. URDU  SCH. GIRL Rasalpur,Zilla Parishad,2_Primary with Upper Primary,1,7
27031407601,Z.P. PRI. SCH. Abhode Bk,Zilla Parishad,1_Primary,1,4
27031407701,Z.P. PRI. SCH. Abhode kh,Zilla Parishad,1_Primary,1,4
27031407801,Z.P.Pri. School Bakshipur,Zilla Parishad,1_Primary,1,4
27031407901,Z.P. PRI. SCH. Tadjinasi,Zilla Parishad,2_Primary with Upper Primary,1,5
27031407902,Z.P. PRI. SCH.  VISHRAM JINASI,Zilla Parishad,1_Primary,1,4
27031408001,Z.P. PRI. SCH. Junone,Zilla Parishad,1_Primary,1,4
27031408101,Z.P.Pri.School Khirode P.Raver,Zilla Parishad,1_Primary,1,4
27031408201,Z.P.Pri. School Ramjipur,Zilla Parishad,1_Primary,1,4
27031408301,Z.P.MAR. BOYS SCH. NO.1 Raver,Zilla Parishad,1_Primary,1,4
27031408302,Z.P.MAR. BOYS SCH. NO.2 Raver,Zilla Parishad,1_Primary,1,4
27031408304,Z.P.MAR. GIRLS SCH. NO.1 Raver,Zilla Parishad,1_Primary,1,4
27031408306,Z.P.URDU. BOYS SCH. NO.1 Raver,Zilla Parishad,2_Primary with Upper Primary,1,7
27031408307,Z.P.URDU. BOYS SCH. NO.2 Raver,Zilla Parishad,1_Primary,1,4
27031408308,Z.P.URDU. GIRLS SCH. Raver,Zilla Parishad,1_Primary,1,4
27031408401,Z.P. SCH. Shindkhede,Zilla Parishad,1_Primary,1,4
27031408501,Z.P. KENDRA SCH. TANDALWADI,Zilla Parishad,1_Primary,1,4
27031408502,Z.P. GIRLS SCH. TANDALWADI,Zilla Parishad,1_Primary,1,4
27031408503,Z.P. URDU PRI. SCH. TANDALWADI,Zilla Parishad,1_Primary,1,4
27031408601,Z.P. PRI. SCH. BALWADI,Zilla Parishad,1_Primary,1,4
27031408701,Z.P. PRI. SCH. DASNUR,Zilla Parishad,1_Primary,1,4
27031408801,Z.P. PRI. SCH. GOLWADE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031408901,Z.P. PRI. SCH. MANGALWADI,Zilla Parishad,1_Primary,1,4
27031409001,Z.P. PRI. SCH. PURI,Zilla Parishad,1_Primary,1,4
27031409101,Z.P. PRI. SCH. SINGAT,Zilla Parishad,1_Primary,1,4
27031409201,Z.P. PRI. SCH. SINGNUR,Zilla Parishad,1_Primary,1,4
27031409301,Z.P. KENDRA SCH. THORGAVHAN,Zilla Parishad,1_Primary,1,4
27031409401,Z.P. PRI. SCH. CHUNWADE,Zilla Parishad,1_Primary,1,4
27031409501,Z.P. PRI. VIDY. MANDIR GATE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031409601,Z.P. MAR .SCH. GAHUKHEDA,Zilla Parishad,1_Primary,1,4
27031409701,Z.P. PRI. VIDYA  MANDIR LUMKHEDA,Zilla Parishad,1_Primary,1,4
27031409801,Z.P. SCH. MANGI,Zilla Parishad,1_Primary,1,4
27031409901,Z.P. PRI. SCH. RAIPUR,Zilla Parishad,1_Primary,1,4
27031410001,Z.P. MAR SCH. RANGAON,Zilla Parishad,1_Primary,1,4
27031410101,Z.P. PRI. SCH. SUDGAON,Zilla Parishad,1_Primary,1,4
27031410201,Z.P. PRI. SCH.TASKHEDA,Zilla Parishad,1_Primary,1,4
27031410401,Z.P.Pri.Sch  UDALI KH,Zilla Parishad,1_Primary,1,4
27031410501,Z.P MAR. BOYS SCH. VIVARE BK,Zilla Parishad,1_Primary,1,4
27031410502,Z.P MAR GIRLS. SCH. VIVARE BK,Zilla Parishad,1_Primary,1,4
27031410503,Z.P. URDU  SCH. VIVARE BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27031410601,Z.P. MAR. SCH. AJANDE,Zilla Parishad,1_Primary,1,4
27031410701,Z.P. MAR. SCH. BHAT KHEDA,Zilla Parishad,1_Primary,1,4
27031410801,Z.P. MAR. SCH. NANDURKHEDA,Zilla Parishad,1_Primary,1,4
27031410901,Z.P. MAR. SCH. UTKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031411001,Z.P. MAR. SCH. WADGAON,Zilla Parishad,1_Primary,1,4
27031411101,Z.P. MAR. BOYS  SCH. VIVARE KH,Zilla Parishad,2_Primary with Upper Primary,1,7
27031411201,Z.P. MAR. SCH. WAGHOD,Zilla Parishad,1_Primary,1,4
27031411301,Z.P. SCH. AHIRWADI,Zilla Parishad,1_Primary,1,4
27031411401,Z.P. SCH. BHOKARI,Zilla Parishad,1_Primary,1,4
27031411501,Z.P. SCH.BORKHEDE,Zilla Parishad,1_Primary,1,4
27031411601,Z.P. SCH. KERHALE BK No.1,Zilla Parishad,1_Primary,1,4
27031411602,Z.P. SCH. KERHALE BK No.2,Zilla Parishad,1_Primary,1,4
27031411603,Z.P. URDU SCH. KERHALE BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27031411701,Z.P. SCH. KERHALE KH,Zilla Parishad,1_Primary,1,4
